X,y
3.745401188473625,12.577849445185421
9.50714306409916,23.715278777732454
7.319939418114051,19.7316396127636
5.986584841970366,14.98560076933984
1.5601864044243652,7.900700921011218
1.5599452033620265,8.4770029782358
0.5808361216819946,7.639566288105506
8.661761457749352,21.805252697225058
6.011150117432088,16.21380663197099
7.080725777960454,18.659694512336372
0.20584494295802447,6.327092003618123
9.699098521619943,24.72694815289957
8.324426408004218,21.119092612241396
2.1233911067827616,9.76004964667888
1.8182496720710062,8.733576893490053
1.8340450985343382,9.636735187601564
3.0424224295953772,10.382791765313403
5.247564316322379,15.167466486046989
4.319450186421157,13.246792219710157
2.9122914019804194,9.36106785582872
6.118528947223795,17.533178171512166
1.3949386065204183,8.050932485220727
2.9214464853521815,10.848006427346823
3.663618432936917,12.092649732498687
4.56069984217036,12.706028942290306
7.851759613930136,20.282873905094913
1.9967378215835974,8.650761126640425
5.142344384136116,14.482411499050613
5.924145688620425,16.687005665574837
0.46450412719997725,6.333059111214493
6.075448519014383,19.037082939239298
1.7052412368729153,8.585060286577669
0.6505159298527952,6.558582250428355
9.488855372533333,23.9032648293005
9.656320330745594,22.393869446192145
8.08397348116461,21.141433086880003
3.0461376917337066,11.15250559340844
0.9767211400638387,9.416684392612964
6.842330265121569,18.492299565462012
4.4015249373960135,14.10459721712564
1.2203823484477883,7.406052927190333
4.951769101112702,13.734860164605871
0.34388521115218396,6.8305932368193885
9.093204020787821,23.938341074262418
2.587799816000169,10.966631579043385
6.62522284353982,17.3410582322849
3.1171107608941098,12.63701583272432
5.200680211778108,13.999509360763936
5.4671027934327965,16.521062680665864
1.8485445552552704,10.88754473632052
9.695846277645586,23.401156230160485
7.7513282336111455,19.936358737619518
9.394989415641891,23.889630196371424
8.948273504276488,22.393071354436778
5.978999788110851,15.40733614515557
9.218742350231167,23.506047675268363
0.884925020519195,5.7075463273122855
1.959828624191452,9.393249679018085
0.45227288910538066,4.985121543976958
3.2533033076326436,13.056541020282827
3.8867728968948203,11.990292501453403
2.713490317738959,10.104919119272243
8.287375091519294,22.388267400408257
3.567533266935893,10.904202217437831
2.8093450968738076,10.846150128351743
5.426960831582485,17.1610644174474
1.4092422497476265,6.211001264934025
8.021969807540398,21.2285734736131
0.7455064367977082,6.75089566784384
9.868869366005173,25.519561603787658
7.722447692966574,19.207944675055067
1.987156815341724,7.6538570175991705
0.05522117123602399,5.632383908088945
8.154614284548341,21.60621324232987
7.068573438476172,19.387639727298218
7.2900716804098735,19.926591570316724
7.712703466859457,19.745382212140424
0.7404465173409036,6.713146731842811
3.5846572854427263,12.462387044184133
1.1586905952512971,6.603029772476226
8.631034258755935,24.127843028656628
6.232981268275579,17.93979545746295
3.308980248526492,10.426656999850335
0.6355835028602363,6.927720614354303
3.109823217156622,10.244964764085923
3.2518332202674705,12.290751044277393
7.29606178338064,20.750719145768684
6.3755747135521315,16.930467108752552
8.872127425763265,23.70763098077085
4.722149251619493,14.857079430175485
1.195942459383017,8.213945078760524
7.13244787222995,21.161688727113848
7.607850486168974,19.970312856335077
5.612771975694963,15.471807787032434
7.70967179954561,19.529829169465696
4.937955963643907,14.060101642322376
5.227328293819941,15.377554878225778
4.275410183585496,13.891972341987636
0.2541912674409519,5.785073334211923
1.0789142699330445,7.985011788902113
